"timestamp","A","B","C","q1_yesno","which","both"
"2025-11-05 17:00:10","Plate008/001011.zip","Plate006/002018.zip","Plate004/008005.zip","no","",""
"2025-11-05 17:00:13","Plate001/010009.zip","Plate001/004016.zip","Plate009/006012.zip","no","",""
"2025-11-05 17:00:16","Plate003/016008.zip","Plate007/015006.zip","Plate002/006014.zip","no","",""
"2025-11-05 17:00:26","Plate003/009008.zip","Plate003/006001.zip","Plate004/002005.zip","yes","both","different"
"2025-11-05 17:00:31","Plate006/014009.zip","Plate006/015012.zip","Plate009/003001.zip","yes","C",""
"2025-11-05 17:00:34","Plate002/004006.zip","Plate001/001013.zip","Plate003/001014.zip","no","",""
"2025-11-05 17:00:40","Plate006/012021.zip","Plate005/015001.zip","Plate001/011020.zip","yes","B",""
"2025-11-05 17:00:44","Plate009/005017.zip","Plate002/013017.zip","Plate008/009015.zip","no","",""
"2025-11-05 17:00:48","Plate002/016022.zip","Plate007/002012.zip","Plate008/013013.zip","no","",""
"2025-11-05 17:00:51","Plate006/015004.zip","Plate008/008020.zip","Plate006/006008.zip","no","",""
"2025-11-05 17:00:57","Plate005/006002.zip","Plate004/006021.zip","Plate006/010022.zip","yes","both","equal"
"2025-11-05 17:01:03","Plate002/015009.zip","Plate007/002024.zip","Plate008/010005.zip","no","",""
"2025-11-05 17:01:12","Plate003/008001.zip","Plate002/003001.zip","Plate006/015009.zip","yes","both","different"
"2025-11-05 17:01:16","Plate003/015009.zip","Plate002/006007.zip","Plate008/003014.zip","no","",""
"2025-11-05 17:01:19","Plate002/001024.zip","Plate008/015022.zip","Plate003/007013.zip","no","",""
"2025-11-05 17:01:23","Plate005/003010.zip","Plate004/014024.zip","Plate005/007013.zip","yes","B",""
"2025-11-05 17:01:26","Plate003/014012.zip","Plate002/016010.zip","Plate003/002023.zip","no","",""
"2025-11-05 17:01:29","Plate005/016004.zip","Plate007/010007.zip","Plate001/012004.zip","no","",""
"2025-11-05 17:01:32","Plate005/011012.zip","Plate007/011015.zip","Plate009/003017.zip","no","",""
"2025-11-05 17:01:35","Plate004/013018.zip","Plate002/003005.zip","Plate002/008005.zip","no","",""
"2025-11-05 17:01:39","Plate006/015016.zip","Plate009/006021.zip","Plate004/007007.zip","no","",""
"2025-11-05 17:01:43","Plate009/001007.zip","Plate004/007022.zip","Plate003/012012.zip","no","",""
"2025-11-05 17:01:46","Plate005/003010.zip","Plate006/016023.zip","Plate003/001016.zip","no","",""
"2025-11-05 17:01:53","Plate001/008001.zip","Plate009/006001.zip","Plate001/015003.zip","yes","both","equal"
"2025-11-05 17:02:12","Plate007/001001.zip","Plate004/013023.zip","Plate008/015001.zip","yes","both","different"
"2025-11-05 17:03:41","Plate006/007008.zip","Plate002/001021.zip","Plate009/013008.zip","no","",""
"2025-11-05 17:03:44","Plate009/004016.zip","Plate005/009003.zip","Plate009/007014.zip","no","",""
"2025-11-05 17:05:41","Plate009/004010.zip","Plate001/016001.zip","Plate003/011009.zip","no","",""
"2025-11-05 17:06:44","Plate005/004006.zip","Plate008/001008.zip","Plate007/002006.zip","no","",""
"2025-11-05 17:32:48","Plate003/008006.zip","Plate001/012023.zip","Plate001/006007.zip","yes","B",""
"2025-11-05 17:32:59","Plate006/007002.zip","Plate006/007022.zip","Plate006/002002.zip","yes","both","equal"
"2025-11-05 17:42:32","Plate008/012007.zip","Plate002/007013.zip","Plate006/012022.zip","no","",""
"2025-11-05 17:42:40","Plate005/007002.zip","Plate006/004001.zip","Plate004/013015.zip","yes","both","different"
"2025-11-05 17:42:44","Plate003/004013.zip","Plate004/016015.zip","Plate007/012005.zip","no","",""
"2025-11-05 17:42:49","Plate006/014022.zip","Plate007/014021.zip","Plate001/002018.zip","no","",""
"2025-11-05 17:42:52","Plate008/016023.zip","Plate006/015021.zip","Plate007/015006.zip","no","",""
"2025-11-05 17:42:55","Plate004/015003.zip","Plate005/006010.zip","Plate006/005015.zip","no","",""
"2025-11-05 17:42:58","Plate009/003015.zip","Plate001/012009.zip","Plate006/012012.zip","no","",""
"2025-11-05 17:43:01","Plate008/010016.zip","Plate007/005010.zip","Plate005/005007.zip","no","",""
"2025-11-05 17:43:05","Plate004/012020.zip","Plate002/008021.zip","Plate003/002007.zip","no","",""
"2025-11-05 17:43:13","Plate005/010002.zip","Plate008/013011.zip","Plate002/008010.zip","yes","both","equal"
"2025-11-12 15:11:06","Plate008/011016.zip","Plate004/005006.zip","Plate005/008011.zip","no","",""
"2025-11-12 15:11:09","Plate005/006007.zip","Plate004/001007.zip","Plate008/004014.zip","no","",""
"2025-11-12 15:11:15","Plate009/002024.zip","Plate004/015021.zip","Plate002/016015.zip","no","",""
"2025-11-12 15:11:18","Plate002/016022.zip","Plate009/008021.zip","Plate002/013005.zip","no","",""
"2025-11-12 15:11:24","Plate006/002012.zip","Plate002/006015.zip","Plate002/002008.zip","no","",""
"2025-11-12 15:11:28","Plate008/009022.zip","Plate001/003009.zip","Plate006/016003.zip","no","",""
"2025-11-12 15:11:36","Plate004/008007.zip","Plate003/004015.zip","Plate008/008019.zip","yes","C",""
"2025-11-12 15:11:40","Plate005/014019.zip","Plate003/007019.zip","Plate003/004012.zip","no","",""
"2025-11-12 15:11:44","Plate007/007012.zip","Plate007/011003.zip","Plate002/012019.zip","no","",""
"2025-11-12 15:11:49","Plate002/016019.zip","Plate002/002017.zip","Plate006/012012.zip","no","",""
"2025-11-12 15:11:55","Plate009/007020.zip","Plate002/004018.zip","Plate003/005020.zip","no","",""
"2025-11-12 15:12:02","Plate004/008002.zip","Plate006/011016.zip","Plate005/008003.zip","yes","both","equal"
"2025-11-12 15:12:08","Plate007/013020.zip","Plate009/005008.zip","Plate002/014017.zip","no","",""
"2025-11-12 15:12:13","Plate001/007019.zip","Plate003/005004.zip","Plate002/010024.zip","yes","C",""
"2025-11-12 15:12:17","Plate009/010018.zip","Plate005/012016.zip","Plate007/003019.zip","no","",""
"2025-11-12 15:12:21","Plate007/010017.zip","Plate007/005016.zip","Plate006/007016.zip","no","",""
"2025-11-12 15:12:25","Plate005/008011.zip","Plate002/011009.zip","Plate005/008022.zip","no","",""
"2025-11-12 15:12:28","Plate001/008003.zip","Plate002/012007.zip","Plate005/009015.zip","no","",""
"2025-11-12 15:12:33","Plate001/009020.zip","Plate001/007010.zip","Plate001/015002.zip","yes","C",""
"2025-11-12 15:12:36","Plate008/012006.zip","Plate009/001018.zip","Plate003/008007.zip","no","",""
"2025-11-12 15:12:39","Plate001/012003.zip","Plate001/005018.zip","Plate005/014022.zip","no","",""
"2025-11-12 15:12:44","Plate007/006002.zip","Plate001/010024.zip","Plate009/013016.zip","yes","C",""
"2025-11-12 15:12:47","Plate004/016006.zip","Plate004/011007.zip","Plate005/004013.zip","no","",""
"2025-11-12 15:12:51","Plate009/010011.zip","Plate004/004013.zip","Plate001/002019.zip","no","",""
"2025-11-12 15:12:55","Plate005/014014.zip","Plate007/015017.zip","Plate009/009003.zip","no","",""
"2025-11-12 15:13:00","Plate001/006008.zip","Plate007/014008.zip","Plate005/009005.zip","no","",""
"2025-11-12 15:13:04","Plate003/013023.zip","Plate003/009015.zip","Plate001/005015.zip","no","",""
"2025-11-12 15:13:08","Plate009/004021.zip","Plate001/002007.zip","Plate007/004018.zip","no","",""
"2025-11-12 15:13:11","Plate008/009009.zip","Plate008/004004.zip","Plate003/011017.zip","no","",""
"2025-11-12 15:13:17","Plate003/010022.zip","Plate009/008018.zip","Plate003/007005.zip","no","",""
"2025-11-12 15:13:25","Plate004/007021.zip","Plate005/016009.zip","Plate008/001003.zip","yes","C",""
"2025-11-12 15:13:29","Plate005/008017.zip","Plate003/001022.zip","Plate001/016012.zip","no","",""
"2025-11-12 15:13:33","Plate002/012009.zip","Plate007/012006.zip","Plate009/015005.zip","no","",""
"2025-11-12 15:13:38","Plate009/008002.zip","Plate002/009013.zip","Plate003/010019.zip","yes","both","equal"
"2025-11-12 15:13:42","Plate006/007011.zip","Plate004/016017.zip","Plate006/007010.zip","no","",""
"2025-11-12 15:13:46","Plate008/013017.zip","Plate009/010007.zip","Plate008/013003.zip","no","",""
"2025-11-12 15:13:51","Plate007/016023.zip","Plate003/010001.zip","Plate007/013005.zip","yes","B",""
"2025-11-12 16:42:09","Plate009/012021.zip","Plate003/005019.zip","Plate002/014022.zip","no","",""
"2025-11-12 16:42:13","Plate007/006020.zip","Plate006/015003.zip","Plate006/014008.zip","no","",""
"2025-11-12 16:42:17","Plate006/007018.zip","Plate009/016020.zip","Plate006/001022.zip","no","",""
"2025-11-12 16:42:22","Plate006/015020.zip","Plate003/003015.zip","Plate002/014003.zip","no","",""
"2025-11-12 16:42:27","Plate003/004007.zip","Plate004/009009.zip","Plate003/009015.zip","no","",""
"2025-11-12 16:42:31","Plate009/015005.zip","Plate007/004017.zip","Plate004/013009.zip","no","",""
"2025-11-12 16:42:39","Plate007/012010.zip","Plate005/001012.zip","Plate008/013015.zip","yes","C",""
"2025-11-12 16:42:44","Plate004/004006.zip","Plate001/003019.zip","Plate001/006010.zip","yes","B",""
"2025-11-12 16:42:48","Plate004/004006.zip","Plate008/016011.zip","Plate008/013011.zip","no","",""
"2025-11-12 16:42:51","Plate009/011017.zip","Plate003/004012.zip","Plate003/008004.zip","no","",""
"2025-11-12 16:42:55","Plate004/012011.zip","Plate005/010013.zip","Plate003/001022.zip","no","",""
"2025-11-12 16:42:59","Plate006/001009.zip","Plate007/014004.zip","Plate001/001006.zip","no","",""
"2025-11-12 16:43:04","Plate005/010009.zip","Plate002/001023.zip","Plate003/012007.zip","no","",""
"2025-11-12 16:43:10","Plate006/007011.zip","Plate002/009019.zip","Plate003/003017.zip","no","",""
"2025-11-12 16:43:13","Plate005/008010.zip","Plate004/004016.zip","Plate003/009006.zip","no","",""
"2025-11-12 16:43:20","Plate008/006007.zip","Plate004/016020.zip","Plate005/008024.zip","yes","C",""
"2025-11-12 16:43:33","Plate008/011024.zip","Plate007/003004.zip","Plate008/007008.zip","yes","both","different"
"2025-11-12 16:43:37","Plate003/006006.zip","Plate002/008022.zip","Plate001/007010.zip","no","",""
"2025-11-12 16:43:40","Plate007/005009.zip","Plate008/011009.zip","Plate006/005016.zip","no","",""
"2025-11-12 16:43:45","Plate006/005020.zip","Plate007/015015.zip","Plate002/013017.zip","no","",""
"2025-11-12 16:43:48","Plate003/011008.zip","Plate007/002009.zip","Plate004/009020.zip","no","",""
"2025-11-12 16:43:51","Plate005/003008.zip","Plate009/008008.zip","Plate003/005015.zip","no","",""
"2025-11-12 16:43:54","Plate003/015014.zip","Plate008/002006.zip","Plate003/012012.zip","no","",""
"2025-11-12 16:43:57","Plate002/013023.zip","Plate005/001010.zip","Plate002/016016.zip","no","",""
"2025-11-12 16:44:01","Plate007/012008.zip","Plate009/016006.zip","Plate008/013016.zip","no","",""
"2025-11-12 16:44:04","Plate008/013022.zip","Plate006/014020.zip","Plate003/011005.zip","no","",""
"2025-11-12 16:44:09","Plate001/009015.zip","Plate005/014006.zip","Plate008/004010.zip","no","",""
"2025-11-12 16:44:16","Plate006/003023.zip","Plate006/001011.zip","Plate009/014009.zip","yes","both","equal"
"2025-11-12 16:44:23","Plate004/016006.zip","Plate001/010001.zip","Plate008/006022.zip","yes","B",""
"2025-11-12 16:44:30","Plate002/012002.zip","Plate003/015021.zip","Plate003/014013.zip","yes","both","equal"
"2025-11-12 16:44:34","Plate004/011011.zip","Plate003/007004.zip","Plate005/010010.zip","no","",""
"2025-11-12 16:44:38","Plate007/015016.zip","Plate002/012018.zip","Plate007/016001.zip","no","",""
"2025-11-12 16:44:44","Plate005/016003.zip","Plate001/011004.zip","Plate003/007003.zip","no","",""
"2025-11-12 16:44:50","Plate009/009011.zip","Plate006/014024.zip","Plate003/010019.zip","yes","B",""
"2025-11-12 16:44:58","Plate005/013008.zip","Plate004/016007.zip","Plate001/014004.zip","no","",""
"2025-11-12 16:45:05","Plate001/004020.zip","Plate005/003012.zip","Plate001/006011.zip","no","",""
"2025-11-12 16:45:13","Plate007/014015.zip","Plate003/012004.zip","Plate002/005023.zip","yes","C",""
"2025-11-12 16:45:18","Plate006/014012.zip","Plate004/010002.zip","Plate001/014016.zip","yes","B",""
"2025-11-12 16:45:22","Plate002/006012.zip","Plate008/007015.zip","Plate001/015013.zip","no","",""
"2025-11-12 16:45:29","Plate001/010024.zip","Plate008/010012.zip","Plate008/002020.zip","yes","both","equal"
"2025-11-13 13:44:02","Plate005/016015.zip","Plate002/016013.zip","Plate008/016010.zip","no","",""
"2025-11-13 13:44:09","Plate004/013016.zip","Plate005/014024.zip","Plate006/014007.zip","yes","B",""
"2025-11-13 13:44:15","Plate004/009014.zip","Plate004/016012.zip","Plate007/010009.zip","no","",""
"2025-11-13 13:44:20","Plate007/015022.zip","Plate003/006020.zip","Plate002/006001.zip","yes","C",""
"2025-11-13 13:44:24","Plate006/012001.zip","Plate002/001002.zip","Plate007/015012.zip","no","",""
"2025-11-13 13:44:28","Plate008/014010.zip","Plate007/002002.zip","Plate003/008022.zip","no","",""
"2025-11-13 13:44:32","Plate007/004016.zip","Plate001/010021.zip","Plate004/006004.zip","no","",""
"2025-11-13 13:44:37","Plate006/009013.zip","Plate009/016023.zip","Plate003/006023.zip","yes","C",""
"2025-11-13 13:44:43","Plate005/010001.zip","Plate005/004024.zip","Plate007/016010.zip","yes","C",""
"2025-11-13 13:44:49","Plate007/001006.zip","Plate003/015012.zip","Plate001/006023.zip","yes","C",""
"2025-11-13 13:44:56","Plate004/011024.zip","Plate007/009020.zip","Plate001/002014.zip","yes","both","equal"
"2025-11-13 13:45:04","Plate009/009016.zip","Plate003/005022.zip","Plate006/015022.zip","no","",""
"2025-11-13 13:45:08","Plate005/016008.zip","Plate007/001013.zip","Plate004/010010.zip","no","",""
"2025-11-13 13:45:14","Plate005/010015.zip","Plate009/003024.zip","Plate009/001007.zip","yes","B",""
"2025-11-13 13:45:18","Plate005/012018.zip","Plate007/016004.zip","Plate005/004006.zip","no","",""
"2025-11-13 13:45:22","Plate007/002005.zip","Plate007/005011.zip","Plate002/006018.zip","no","",""
"2025-11-13 13:45:27","Plate007/008016.zip","Plate005/014007.zip","Plate002/006007.zip","no","",""
"2025-11-13 13:45:31","Plate001/015003.zip","Plate003/007015.zip","Plate001/014014.zip","no","",""
"2025-11-13 13:45:38","Plate004/005024.zip","Plate005/006013.zip","Plate006/013020.zip","yes","both","equal"
"2025-11-13 13:45:41","Plate009/006022.zip","Plate002/005007.zip","Plate003/004009.zip","no","",""
"2025-11-13 13:45:44","Plate008/011021.zip","Plate009/007022.zip","Plate009/003018.zip","no","",""
"2025-11-13 13:45:47","Plate003/005015.zip","Plate002/013016.zip","Plate009/001021.zip","no","",""
"2025-11-13 13:45:52","Plate007/003015.zip","Plate008/006021.zip","Plate007/010024.zip","yes","C",""
"2025-11-13 13:45:57","Plate008/013002.zip","Plate003/016005.zip","Plate001/003001.zip","yes","C",""
"2025-11-13 13:46:00","Plate007/011020.zip","Plate009/015020.zip","Plate005/005003.zip","no","",""
"2025-11-13 13:46:09","Plate007/008006.zip","Plate004/012019.zip","Plate005/002021.zip","no","",""
"2025-11-13 15:42:48","Plate008/012013.zip","Plate005/014003.zip","Plate004/005005.zip","no","",""
"2025-11-13 15:42:52","Plate006/003010.zip","Plate008/006020.zip","Plate001/008015.zip","no","",""
"2025-11-13 15:42:57","Plate006/012018.zip","Plate008/005010.zip","Plate005/006002.zip","yes","C",""
"2025-11-13 15:43:01","Plate001/006017.zip","Plate005/013003.zip","Plate007/002002.zip","no","",""
"2025-11-13 15:43:05","Plate001/008013.zip","Plate005/016009.zip","Plate004/013011.zip","no","",""
"2025-11-13 15:43:08","Plate008/011008.zip","Plate007/016018.zip","Plate004/016017.zip","no","",""
"2025-11-13 15:43:15","Plate004/009001.zip","Plate007/010009.zip","Plate002/016016.zip","yes","both","equal"
"2025-11-13 15:43:20","Plate003/015019.zip","Plate005/003006.zip","Plate005/012006.zip","no","",""
"2025-11-13 15:43:24","Plate006/005019.zip","Plate008/009015.zip","Plate009/016021.zip","no","",""
"2025-11-13 15:43:26","Plate003/011022.zip","Plate004/002001.zip","Plate004/001018.zip","no","",""
"2025-11-13 15:43:37","Plate001/010002.zip","Plate007/016023.zip","Plate003/015009.zip","yes","both","different"
